coc_number,year,total_year_round_beds_es,total_year_round_beds_th,total_year_round_beds_sh,total_year_round_beds_psh,total_year_round_beds_rrh,total_year_round_beds_oph,total_seasonal_beds_es,total_overflow_beds_es,total_chronic_homeless_beds_psh
UT-504,2017,97.0,60.0,0.0,200.0,81.0,2.0,0.0,0.0,54.0
VA-500,2017,354.0,298.0,16.0,680.0,472.0,132.0,0.0,90.0,508.0
VA-501,2017,442.0,155.0,0.0,662.0,509.0,148.0,234.0,0.0,165.0
VA-502,2017,490.0,0.0,0.0,229.0,92.0,0.0,0.0,2.0,93.0
VA-503,2017,112.0,136.0,0.0,314.0,70.0,109.0,64.0,8.0,80.0
VA-504,2017,87.0,22.0,0.0,67.0,22.0,0.0,65.0,0.0,67.0
VA-505,2017,262.0,103.0,23.0,754.0,250.0,133.0,205.0,0.0,112.0
VA-507,2017,55.0,29.0,0.0,95.0,26.0,60.0,40.0,0.0,86.0
VA-508,2017,146.0,26.0,0.0,50.0,76.0,10.0,0.0,0.0,0.0
VA-513,2017,297.0,10.0,0.0,73.0,70.0,0.0,75.0,8.0,33.0
VA-514,2017,163.0,0.0,0.0,118.0,154.0,0.0,37.0,13.0,43.0
VA-521,2017,586.0,179.0,0.0,38.0,511.0,0.0,114.0,8.0,21.0
VA-600,2017,188.0,20.0,6.0,215.0,169.0,0.0,25.0,5.0,132.0
VA-601,2017,504.0,256.0,0.0,693.0,210.0,308.0,167.0,77.0,295.0
VA-602,2017,64.0,30.0,0.0,21.0,26.0,0.0,16.0,0.0,21.0
VA-603,2017,145.0,56.0,12.0,47.0,106.0,7.0,67.0,0.0,13.0
VA-604,2017,214.0,142.0,0.0,132.0,77.0,5.0,0.0,1.0,13.0
VI-500,2017,83.0,49.0,0.0,69.0,29.0,0.0,0.0,0.0,12.0
VT-500,2017,429.0,238.0,4.0,444.0,588.0,0.0,100.0,232.0,234.0
VT-501,2017,220.0,70.0,0.0,165.0,115.0,0.0,35.0,24.0,120.0
WA-500,2017,3498.0,2902.0,45.0,5469.0,781.0,2086.0,390.0,126.0,2413.0
WA-501,2017,2567.0,1649.0,0.0,2203.0,3188.0,164.0,246.0,42.0,555.0
WA-502,2017,709.0,359.0,0.0,835.0,636.0,125.0,0.0,166.0,324.0
WA-503,2017,604.0,296.0,0.0,785.0,591.0,45.0,0.0,66.0,775.0
WA-504,2017,476.0,105.0,0.0,1456.0,237.0,566.0,106.0,42.0,396.0
WA-507,2017,399.0,230.0,0.0,332.0,0.0,40.0,107.0,3.0,34.0
WA-508,2017,175.0,274.0,0.0,424.0,473.0,0.0,77.0,38.0,424.0
WI-500,2017,2118.0,1467.0,7.0,641.0,709.0,68.0,346.0,286.0,278.0
WI-501,2017,763.0,273.0,70.0,1662.0,420.0,0.0,0.0,0.0,290.0
WI-502,2017,194.0,64.0,0.0,110.0,50.0,8.0,51.0,0.0,39.0
WI-503,2017,347.0,208.0,14.0,852.0,188.0,384.0,35.0,2.0,216.0
WV-500,2017,68.0,40.0,0.0,18.0,20.0,0.0,16.0,17.0,16.0
WV-501,2017,196.0,54.0,13.0,384.0,48.0,115.0,0.0,0.0,99.0
WV-503,2017,281.0,66.0,0.0,165.0,26.0,0.0,0.0,25.0,83.0
WV-508,2017,793.0,146.0,0.0,672.0,168.0,215.0,24.0,14.0,436.0
WY-500,2017,361.0,337.0,0.0,285.0,25.0,0.0,20.0,0.0,41.0
Total,2017,277537.0,120249.0,1653.0,353800.0,93718.0,52102.0,19833.0,15591.0,149005.0
AK-500,2016,553.0,454.0,0.0,434.0,55.0,97.0,179.0,2.0,
AK-501,2016,542.0,277.0,0.0,219.0,17.0,33.0,24.0,15.0,
AL-500,2016,493.0,586.0,34.0,1492.0,374.0,93.0,0.0,35.0,
AL-501,2016,354.0,122.0,0.0,504.0,467.0,0.0,0.0,43.0,
AL-502,2016,41.0,196.0,0.0,36.0,0.0,20.0,76.0,0.0,
AL-503,2016,432.0,34.0,0.0,278.0,39.0,0.0,0.0,2.0,
AL-504,2016,258.0,164.0,0.0,514.0,47.0,0.0,0.0,0.0,
AL-505,2016,112.0,66.0,0.0,0.0,0.0,0.0,0.0,6.0,
AL-506,2016,16.0,82.0,0.0,290.0,0.0,0.0,0.0,0.0,
AL-507,2016,206.0,293.0,0.0,280.0,0.0,0.0,0.0,7.0,
AR-500,2016,439.0,268.0,0.0,930.0,107.0,36.0,0.0,120.0,
AR-501,2016,243.0,220.0,0.0,164.0,39.0,0.0,74.0,0.0,
AR-503,2016,509.0,91.0,0.0,39.0,108.0,0.0,0.0,31.0,
AR-504,2016,154.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,
AR-505,2016,199.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,
AR-508,2016,154.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,
AR-512,2016,33.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,
AZ-500,2016,780.0,278.0,0.0,1106.0,486.0,114.0,0.0,130.0,
AZ-501,2016,782.0,1032.0,15.0,1798.0,525.0,0.0,130.0,69.0,
AZ-502,2016,2360.0,1670.0,25.0,4600.0,891.0,1206.0,0.0,2.0,
CA-500,2016,623.0,1226.0,10.0,2822.0,358.0,0.0,294.0,0.0,
CA-501,2016,2146.0,479.0,19.0,7599.0,774.0,0.0,167.0,0.0,
CA-502,2016,874.0,929.0,0.0,2585.0,387.0,97.0,55.0,36.0,
CA-503,2016,700.0,735.0,0.0,2970.0,101.0,0.0,207.0,86.0,
CA-504,2016,594.0,409.0,0.0,917.0,164.0,0.0,130.0,9.0,
CA-505,2016,418.0,173.0,0.0,867.0,248.0,0.0,66.0,22.0,
CA-506,2016,308.0,515.0,0.0,311.0,317.0,0.0,207.0,67.0,
CA-507,2016,178.0,211.0,0.0,504.0,70.0,0.0,60.0,0.0,
CA-508,2016,347.0,228.0,0.0,457.0,167.0,0.0,128.0,0.0,
CA-509,2016,73.0,64.0,0.0,370.0,0.0,0.0,70.0,4.0,
CA-510,2016,358.0,291.0,0.0,450.0,16.0,0.0,230.0,0.0,
CA-511,2016,693.0,797.0,0.0,751.0,28.0,20.0,0.0,46.0,
CA-512,2016,227.0,396.0,0.0,917.0,127.0,0.0,0.0,29.0,
CA-513,2016,237.0,230.0,0.0,217.0,180.0,0.0,0.0,13.0,
CA-514,2016,412.0,241.0,24.0,1114.0,157.0,0.0,4.0,0.0,
CA-515,2016,317.0,213.0,0.0,251.0,42.0,0.0,0.0,66.0,
CA-516,2016,324.0,218.0,0.0,44.0,0.0,0.0,0.0,50.0,
CA-517,2016,97.0,59.0,0.0,51.0,28.0,0.0,50.0,17.0,
CA-518,2016,238.0,181.0,0.0,183.0,94.0,0.0,50.0,12.0,
CA-519,2016,229.0,116.0,0.0,291.0,5.0,5.0,1.0,43.0,
CA-520,2016,105.0,120.0,0.0,130.0,0.0,0.0,0.0,3.0,
CA-521,2016,186.0,169.0,0.0,72.0,1.0,35.0,25.0,0.0,
CA-522,2016,97.0,146.0,0.0,108.0,7.0,0.0,48.0,0.0,
CA-523,2016,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,
CA-524,2016,88.0,120.0,0.0,0.0,0.0,0.0,30.0,4.0,
CA-525,2016,35.0,89.0,0.0,0.0,160.0,0.0,70.0,0.0,
CA-526,2016,103.0,86.0,0.0,16.0,152.0,0.0,0.0,28.0,
CA-527,2016,24.0,16.0,0.0,0.0,0.0,0.0,50.0,0.0,
CA-529,2016,42.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,
CA-600,2016,5513.0,6760.0,25.0,19226.0,1536.0,1481.0,1791.0,23.0,
CA-601,2016,1312.0,3065.0,57.0,3709.0,579.0,329.0,199.0,47.0,
CA-602,2016,630.0,1400.0,0.0,2348.0,734.0,44.0,493.0,22.0,
CA-603,2016,443.0,328.0,0.0,774.0,108.0,0.0,200.0,97.0,
CA-604,2016,457.0,225.0,0.0,1067.0,164.0,710.0,0.0,12.0,
CA-606,2016,257.0,385.0,0.0,1452.0,234.0,120.0,200.0,0.0,
CA-607,2016,68.0,84.0,0.0,307.0,4.0,0.0,150.0,0.0,
CA-608,2016,689.0,334.0,0.0,1538.0,292.0,0.0,65.0,2.0,
CA-609,2016,325.0,389.0,0.0,1098.0,1093.0,0.0,0.0,0.0,
CA-611,2016,133.0,269.0,10.0,498.0,374.0,0.0,231.0,0.0,
CA-612,2016,49.0,40.0,0.0,148.0,0.0,0.0,110.0,0.0,
CA-613,2016,126.0,56.0,0.0,32.0,0.0,0.0,0.0,0.0,
CA-614,2016,147.0,112.0,0.0,222.0,74.0,0.0,12.0,28.0,
CA-615,2016,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,
CO-500,2016,1013.0,1102.0,0.0,809.0,118.0,0.0,294.0,105.0,
CO-503,2016,2230.0,2493.0,67.0,2584.0,928.0,54.0,635.0,486.0,
CO-504,2016,298.0,453.0,0.0,582.0,78.0,0.0,210.0,90.0,
CT-503,2016,532.0,240.0,0.0,1503.0,122.0,0.0,37.0,57.0,
CT-505,2016,1744.0,720.0,0.0,5124.0,517.0,0.0,269.0,129.0,
DC-500,2016,6077.0,2237.0,0.0,6567.0,3761.0,2296.0,708.0,125.0,
DE-500,2016,590.0,580.0,0.0,601.0,144.0,65.0,31.0,129.0,
FL-500,2016,396.0,460.0,0.0,339.0,43.0,0.0,0.0,112.0,
FL-501,2016,717.0,513.0,10.0,1460.0,638.0,79.0,0.0,11.0,
FL-502,2016,1378.0,740.0,45.0,1415.0,774.0,0.0,0.0,48.0,
FL-503,2016,300.0,364.0,0.0,155.0,12.0,0.0,0.0,27.0,
FL-504,2016,176.0,311.0,0.0,384.0,273.0,0.0,116.0,0.0,
FL-505,2016,99.0,118.0,0.0,42.0,0.0,55.0,60.0,0.0,
FL-506,2016,490.0,216.0,0.0,397.0,63.0,213.0,79.0,44.0,
FL-507,2016,991.0,1097.0,0.0,1379.0,229.0,0.0,0.0,0.0,
FL-508,2016,270.0,190.0,0.0,651.0,42.0,0.0,85.0,25.0,
FL-509,2016,138.0,133.0,0.0,306.0,0.0,96.0,0.0,0.0,
FL-510,2016,1030.0,693.0,0.0,1135.0,843.0,433.0,0.0,11.0,
FL-511,2016,349.0,467.0,0.0,323.0,0.0,0.0,0.0,2.0,
FL-512,2016,90.0,138.0,0.0,6.0,73.0,20.0,0.0,2.0,
FL-513,2016,79.0,742.0,0.0,240.0,79.0,0.0,50.0,8.0,
FL-514,2016,234.0,151.0,0.0,126.0,49.0,20.0,0.0,12.0,
FL-515,2016,58.0,164.0,0.0,50.0,98.0,0.0,30.0,0.0,
FL-517,2016,86.0,234.0,0.0,57.0,0.0,0.0,0.0,0.0,
FL-518,2016,74.0,45.0,0.0,86.0,22.0,0.0,0.0,5.0,
FL-519,2016,127.0,100.0,0.0,176.0,180.0,0.0,0.0,7.0,
FL-520,2016,247.0,145.0,0.0,73.0,44.0,26.0,0.0,11.0,
FL-600,2016,1999.0,1510.0,28.0,4337.0,565.0,109.0,0.0,70.0,
FL-601,2016,806.0,868.0,35.0,1790.0,458.0,25.0,0.0,152.0,
FL-602,2016,66.0,73.0,4.0,117.0,33.0,6.0,0.0,0.0,
FL-603,2016,249.0,55.0,0.0,431.0,274.0,0.0,0.0,0.0,
FL-604,2016,247.0,152.0,0.0,191.0,0.0,11.0,0.0,0.0,
FL-605,2016,432.0,243.0,0.0,1051.0,355.0,0.0,0.0,0.0,
FL-606,2016,244.0,159.0,0.0,49.0,0.0,0.0,0.0,0.0,
GA-500,2016,1621.0,1763.0,0.0,2325.0,519.0,0.0,178.0,169.0,
GA-501,2016,1488.0,1265.0,0.0,2446.0,669.0,0.0,0.0,17.0,
GA-502,2016,126.0,296.0,0.0,567.0,0.0,0.0,0.0,0.0,
GA-503,2016,127.0,10.0,0.0,191.0,89.0,0.0,35.0,0.0,
GA-504,2016,176.0,144.0,0.0,169.0,0.0,0.0,0.0,0.0,
GA-505,2016,261.0,56.0,0.0,170.0,23.0,28.0,0.0,0.0,
GA-506,2016,139.0,219.0,0.0,462.0,18.0,0.0,0.0,4.0,
GA-507,2016,310.0,384.0,0.0,747.0,0.0,0.0,40.0,0.0,
GA-508,2016,114.0,293.0,0.0,1707.0,129.0,0.0,0.0,0.0,
GU-500,2016,125.0,21.0,0.0,160.0,0.0,0.0,0.0,7.0,
HI-500,2016,300.0,695.0,0.0,455.0,59.0,0.0,0.0,0.0,
HI-501,2016,1414.0,1978.0,25.0,1677.0,104.0,0.0,0.0,21.0,
IA-500,2016,147.0,192.0,0.0,64.0,2.0,0.0,103.0,0.0,
IA-501,2016,930.0,1462.0,0.0,472.0,387.0,4.0,134.0,25.0,
IA-502,2016,406.0,431.0,0.0,566.0,253.0,154.0,0.0,47.0,
ID-500,2016,529.0,305.0,0.0,367.0,67.0,0.0,0.0,39.0,
ID-501,2016,546.0,526.0,0.0,472.0,224.0,0.0,0.0,15.0,
IL-500,2016,37.0,104.0,0.0,32.0,21.0,60.0,65.0,0.0,
IL-501,2016,215.0,96.0,0.0,324.0,8.0,0.0,0.0,30.0,
IL-502,2016,67.0,142.0,0.0,445.0,128.0,0.0,75.0,46.0,
IL-503,2016,21.0,167.0,0.0,67.0,0.0,0.0,8.0,0.0,
IL-504,2016,104.0,124.0,0.0,163.0,0.0,0.0,0.0,0.0,
IL-506,2016,190.0,138.0,0.0,314.0,0.0,0.0,20.0,4.0,
IL-507,2016,314.0,175.0,15.0,221.0,14.0,0.0,0.0,0.0,
IL-508,2016,78.0,135.0,0.0,270.0,19.0,0.0,0.0,0.0,
IL-509,2016,79.0,15.0,0.0,102.0,0.0,0.0,0.0,6.0,
IL-510,2016,1687.0,3741.0,41.0,9393.0,595.0,166.0,0.0,2.0,
IL-511,2016,222.0,428.0,29.0,1255.0,309.0,10.0,294.0,19.0,
IL-512,2016,268.0,96.0,24.0,136.0,0.0,0.0,24.0,0.0,
IL-513,2016,115.0,161.0,0.0,147.0,0.0,0.0,55.0,0.0,
IL-514,2016,180.0,391.0,0.0,340.0,64.0,0.0,33.0,1.0,
IL-515,2016,90.0,58.0,0.0,45.0,19.0,0.0,0.0,0.0,
IL-516,2016,79.0,166.0,0.0,150.0,0.0,0.0,25.0,20.0,
IL-517,2016,307.0,80.0,0.0,115.0,11.0,24.0,0.0,34.0,
IL-518,2016,190.0,190.0,0.0,51.0,0.0,0.0,102.0,12.0,
IL-519,2016,81.0,94.0,0.0,107.0,0.0,0.0,0.0,52.0,
IL-520,2016,273.0,174.0,0.0,168.0,0.0,0.0,0.0,6.0,
IN-500,2016,154.0,306.0,0.0,230.0,18.0,0.0,51.0,0.0,
IN-502,2016,2863.0,1470.0,25.0,2193.0,446.0,20.0,143.0,104.0,
IN-503,2016,901.0,735.0,25.0,1208.0,117.0,98.0,192.0,159.0,
KS-502,2016,335.0,218.0,20.0,546.0,47.0,0.0,100.0,0.0,
KS-503,2016,330.0,100.0,0.0,420.0,0.0,0.0,0.0,32.0,
KS-505,2016,118.0,58.0,0.0,26.0,89.0,12.0,0.0,0.0,
KS-507,2016,596.0,461.0,0.0,149.0,0.0,0.0,15.0,30.0,
KY-500,2016,1159.0,595.0,0.0,1188.0,251.0,0.0,83.0,22.0,
KY-501,2016,544.0,435.0,0.0,1832.0,82.0,0.0,0.0,105.0,
KY-502,2016,525.0,539.0,0.0,429.0,147.0,324.0,25.0,40.0,
LA-500,2016,182.0,201.0,0.0,220.0,20.0,0.0,0.0,2.0,
LA-502,2016,388.0,105.0,35.0,374.0,261.0,0.0,0.0,0.0,
LA-503,2016,557.0,585.0,15.0,2792.0,361.0,13.0,59.0,18.0,
LA-504,2016,130.0,365.0,0.0,394.0,105.0,0.0,0.0,0.0,
LA-505,2016,106.0,173.0,0.0,116.0,117.0,0.0,0.0,5.0,
LA-506,2016,121.0,172.0,0.0,372.0,134.0,0.0,0.0,0.0,
LA-507,2016,49.0,72.0,0.0,360.0,0.0,0.0,0.0,16.0,
LA-508,2016,85.0,124.0,0.0,260.0,34.0,0.0,0.0,0.0,
LA-509,2016,139.0,71.0,0.0,102.0,0.0,0.0,0.0,4.0,
MA-500,2016,5219.0,1035.0,27.0,5150.0,138.0,2744.0,120.0,171.0,
MA-502,2016,438.0,97.0,0.0,196.0,0.0,106.0,14.0,0.0,
MA-503,2016,272.0,48.0,0.0,251.0,65.0,25.0,0.0,17.0,
MA-504,2016,2098.0,201.0,0.0,806.0,1035.0,186.0,0.0,250.0,
MA-505,2016,211.0,253.0,0.0,294.0,22.0,0.0,0.0,0.0,
MA-506,2016,874.0,490.0,13.0,894.0,767.0,40.0,0.0,277.0,
MA-507,2016,218.0,304.0,0.0,545.0,5.0,95.0,58.0,96.0,
MA-508,2016,428.0,111.0,0.0,36.0,0.0,91.0,65.0,0.0,
MA-509,2016,270.0,170.0,0.0,422.0,26.0,165.0,58.0,15.0,
MA-510,2016,1038.0,99.0,6.0,504.0,0.0,0.0,16.0,24.0,
MA-511,2016,921.0,61.0,0.0,785.0,682.0,0.0,33.0,655.0,
MA-515,2016,286.0,94.0,0.0,171.0,340.0,0.0,22.0,2.0,
MA-516,2016,1249.0,265.0,0.0,989.0,105.0,165.0,22.0,489.0,
MA-517,2016,106.0,60.0,0.0,110.0,0.0,18.0,0.0,0.0,
MA-518,2016,105.0,72.0,0.0,142.0,0.0,8.0,0.0,350.0,
MA-519,2016,170.0,73.0,0.0,90.0,0.0,0.0,0.0,0.0,
MD-500,2016,80.0,51.0,0.0,82.0,12.0,34.0,22.0,16.0,
MD-501,2016,1171.0,1560.0,20.0,4045.0,521.0,0.0,120.0,57.0,
MD-502,2016,94.0,81.0,0.0,154.0,0.0,0.0,66.0,0.0,
MD-503,2016,142.0,92.0,0.0,202.0,55.0,0.0,90.0,61.0,
MD-504,2016,76.0,30.0,0.0,98.0,0.0,0.0,25.0,92.0,
MD-505,2016,387.0,47.0,0.0,459.0,267.0,0.0,115.0,0.0,
MD-506,2016,70.0,32.0,25.0,22.0,0.0,19.0,25.0,10.0,
MD-507,2016,22.0,112.0,0.0,119.0,6.0,0.0,35.0,0.0,
MD-508,2016,143.0,45.0,0.0,274.0,6.0,3.0,75.0,0.0,
MD-509,2016,131.0,129.0,0.0,44.0,0.0,0.0,0.0,0.0,
MD-510,2016,21.0,9.0,0.0,24.0,0.0,0.0,0.0,0.0,
MD-511,2016,43.0,43.0,0.0,105.0,0.0,0.0,88.0,0.0,
MD-512,2016,159.0,55.0,0.0,111.0,0.0,0.0,56.0,6.0,
MD-513,2016,184.0,46.0,0.0,253.0,17.0,0.0,40.0,0.0,
MD-600,2016,196.0,226.0,0.0,297.0,0.0,185.0,50.0,18.0,
MD-601,2016,269.0,307.0,40.0,1857.0,160.0,91.0,98.0,259.0,
ME-500,2016,890.0,981.0,0.0,2061.0,0.0,157.0,0.0,49.0,
ME-502,2016,384.0,214.0,15.0,500.0,79.0,0.0,0.0,92.0,
MI-500,2016,1117.0,496.0,0.0,723.0,318.0,56.0,6.0,43.0,
MI-501,2016,1087.0,1152.0,21.0,2476.0,530.0,2806.0,154.0,111.0,
MI-502,2016,120.0,108.0,17.0,1299.0,178.0,0.0,30.0,0.0,
MI-503,2016,176.0,152.0,25.0,152.0,33.0,1095.0,80.0,5.0,
MI-504,2016,162.0,133.0,0.0,585.0,36.0,1323.0,81.0,0.0,
MI-505,2016,229.0,83.0,0.0,366.0,3.0,1455.0,50.0,5.0,
MI-506,2016,618.0,228.0,0.0,981.0,236.0,1903.0,0.0,35.0,
MI-507,2016,387.0,103.0,0.0,467.0,11.0,1081.0,0.0,0.0,
MI-508,2016,304.0,79.0,0.0,429.0,205.0,1342.0,0.0,58.0,
MI-509,2016,195.0,70.0,0.0,885.0,295.0,549.0,92.0,4.0,
MI-510,2016,204.0,185.0,6.0,332.0,72.0,170.0,0.0,5.0,
MI-511,2016,76.0,48.0,0.0,189.0,11.0,0.0,15.0,10.0,
MI-512,2016,124.0,44.0,0.0,243.0,10.0,230.0,78.0,0.0,
MI-513,2016,26.0,33.0,0.0,36.0,50.0,271.0,20.0,0.0,
MI-514,2016,148.0,76.0,13.0,149.0,5.0,127.0,0.0,19.0,
MI-515,2016,91.0,119.0,0.0,24.0,0.0,0.0,46.0,0.0,
MI-516,2016,156.0,49.0,0.0,194.0,66.0,639.0,16.0,0.0,
MI-517,2016,108.0,97.0,0.0,75.0,5.0,375.0,0.0,10.0,
MI-518,2016,38.0,54.0,0.0,25.0,9.0,229.0,12.0,0.0,
MI-519,2016,147.0,227.0,0.0,108.0,25.0,112.0,0.0,10.0,
MI-523,2016,36.0,94.0,0.0,259.0,26.0,0.0,0.0,0.0,
MN-500,2016,1615.0,1367.0,0.0,6025.0,1057.0,16.0,100.0,212.0,
MN-501,2016,808.0,525.0,0.0,2891.0,424.0,18.0,0.0,40.0,
MN-502,2016,250.0,241.0,0.0,422.0,84.0,188.0,23.0,8.0,
MN-503,2016,289.0,201.0,0.0,692.0,260.0,14.0,0.0,27.0,
MN-504,2016,27.0,52.0,0.0,158.0,52.0,0.0,0.0,0.0,
MN-505,2016,252.0,237.0,0.0,294.0,53.0,230.0,42.0,0.0,
MN-506,2016,108.0,149.0,0.0,416.0,10.0,16.0,20.0,25.0,
MN-508,2016,136.0,80.0,0.0,432.0,66.0,79.0,0.0,42.0,
MN-509,2016,188.0,229.0,0.0,752.0,23.0,0.0,0.0,24.0,
MN-511,2016,64.0,53.0,0.0,174.0,66.0,0.0,0.0,0.0,
MO-500,2016,159.0,210.0,0.0,309.0,97.0,0.0,48.0,0.0,
MO-501,2016,724.0,705.0,0.0,1396.0,0.0,0.0,16.0,0.0,
MO-503,2016,105.0,148.0,0.0,83.0,69.0,106.0,0.0,200.0,
MO-600,2016,266.0,125.0,0.0,195.0,158.0,0.0,0.0,14.0,
MO-602,2016,241.0,128.0,0.0,147.0,51.0,0.0,0.0,0.0,
MO-603,2016,102.0,73.0,18.0,228.0,19.0,0.0,24.0,10.0,
MO-604a,2016,1058.0,751.0,14.0,1730.0,602.0,0.0,35.0,10.0,
MO-606,2016,1516.0,404.0,8.0,1434.0,337.0,2.0,51.0,27.0,
MS-500,2016,211.0,299.0,0.0,94.0,0.0,0.0,0.0,69.0,
MS-501,2016,443.0,291.0,0.0,176.0,513.0,0.0,11.0,27.0,
MS-503,2016,69.0,70.0,0.0,64.0,62.0,0.0,45.0,0.0,
MT-500,2016,781.0,476.0,0.0,671.0,340.0,14.0,43.0,116.0,
NC-500,2016,350.0,118.0,0.0,471.0,91.0,0.0,87.0,1.0,
NC-501,2016,212.0,227.0,0.0,595.0,162.0,74.0,12.0,48.0,
NC-502,2016,216.0,106.0,0.0,279.0,93.0,0.0,0.0,11.0,
NC-503,2016,2641.0,640.0,0.0,1659.0,410.0,0.0,69.0,37.0,
NC-504,2016,422.0,215.0,0.0,451.0,86.0,185.0,69.0,5.0,
NC-505,2016,935.0,601.0,0.0,1097.0,958.0,0.0,145.0,140.0,
NC-506,2016,281.0,137.0,0.0,162.0,12.0,0.0,0.0,3.0,
NC-507,2016,557.0,196.0,0.0,898.0,287.0,0.0,30.0,86.0,
NC-509,2016,239.0,71.0,0.0,119.0,47.0,0.0,25.0,29.0,
NC-511,2016,91.0,157.0,0.0,354.0,31.0,0.0,0.0,15.0,
NC-513,2016,14.0,77.0,0.0,107.0,20.0,0.0,17.0,2.0,
NC-516,2016,102.0,36.0,0.0,47.0,26.0,0.0,20.0,0.0,
ND-500,2016,744.0,236.0,0.0,575.0,71.0,158.0,25.0,34.0,
NE-500,2016,265.0,401.0,0.0,124.0,220.0,0.0,0.0,0.0,
NE-501,2016,865.0,524.0,0.0,762.0,304.0,134.0,0.0,162.0,
NE-502,2016,269.0,409.0,0.0,227.0,76.0,65.0,0.0,80.0,
NH-500,2016,545.0,239.0,0.0,420.0,82.0,0.0,38.0,20.0,
NH-501,2016,156.0,227.0,4.0,376.0,62.0,0.0,0.0,8.0,
NH-502,2016,106.0,194.0,5.0,301.0,0.0,0.0,0.0,0.0,
NJ-500,2016,309.0,48.0,0.0,152.0,19.0,0.0,0.0,133.0,
NJ-501,2016,156.0,212.0,0.0,436.0,40.0,0.0,15.0,3.0,
NJ-502,2016,538.0,26.0,0.0,79.0,0.0,0.0,28.0,774.0,
NJ-503,2016,434.0,293.0,0.0,822.0,133.0,77.0,0.0,350.0,
NJ-504,2016,1181.0,624.0,0.0,825.0,327.0,0.0,0.0,85.0,
NJ-506,2016,270.0,132.0,0.0,406.0,170.0,0.0,100.0,213.0,
NJ-507,2016,164.0,135.0,0.0,364.0,89.0,81.0,45.0,120.0,
NJ-508,2016,89.0,191.0,0.0,344.0,62.0,0.0,14.0,106.0,
NJ-509,2016,132.0,141.0,20.0,298.0,13.0,0.0,0.0,111.0,
NJ-510,2016,56.0,60.0,0.0,161.0,12.0,0.0,0.0,276.0,
NJ-511,2016,500.0,51.0,0.0,595.0,197.0,100.0,0.0,25.0,
NJ-513,2016,105.0,189.0,0.0,318.0,1.0,0.0,0.0,13.0,
NJ-514,2016,274.0,137.0,0.0,574.0,246.0,100.0,0.0,95.0,
NJ-515,2016,257.0,132.0,0.0,420.0,21.0,178.0,14.0,116.0,
NJ-516,2016,154.0,117.0,0.0,122.0,130.0,0.0,0.0,62.0,
NM-500,2016,367.0,512.0,0.0,1407.0,233.0,0.0,389.0,20.0,
NM-501,2016,720.0,281.0,0.0,981.0,275.0,8.0,96.0,43.0,
NV-500,2016,1602.0,824.0,25.0,2066.0,500.0,0.0,349.0,216.0,
NV-501,2016,445.0,451.0,0.0,503.0,21.0,0.0,0.0,100.0,
NV-502,2016,151.0,79.0,0.0,209.0,0.0,0.0,0.0,7.0,
NY-500,2016,457.0,216.0,12.0,1706.0,40.0,0.0,53.0,76.0,
NY-501,2016,161.0,287.0,0.0,637.0,116.0,0.0,0.0,0.0,
NY-503,2016,307.0,151.0,0.0,852.0,53.0,0.0,42.0,268.0,
NY-504,2016,50.0,0.0,0.0,67.0,12.0,40.0,0.0,2.0,
NY-505,2016,498.0,306.0,0.0,1411.0,170.0,0.0,0.0,102.0,
NY-507,2016,142.0,41.0,0.0,358.0,51.0,0.0,0.0,113.0,
NY-508,2016,591.0,459.0,16.0,1206.0,165.0,26.0,0.0,58.0,
NY-510,2016,34.0,25.0,0.0,47.0,16.0,50.0,0.0,7.0,
NY-511,2016,111.0,147.0,0.0,376.0,0.0,0.0,0.0,10.0,
NY-512,2016,100.0,40.0,0.0,660.0,48.0,0.0,10.0,29.0,
NY-513,2016,42.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
NY-514,2016,37.0,38.0,0.0,37.0,0.0,0.0,0.0,0.0,
NY-516,2016,18.0,0.0,0.0,77.0,0.0,0.0,112.0,0.0,
NY-518,2016,116.0,58.0,0.0,494.0,37.0,0.0,0.0,9.0,
NY-519,2016,25.0,12.0,0.0,64.0,9.0,0.0,0.0,82.0,
NY-520,2016,11.0,0.0,0.0,103.0,0.0,0.0,0.0,14.0,
NY-522,2016,37.0,80.0,0.0,351.0,214.0,0.0,0.0,34.0,
NY-523,2016,74.0,32.0,0.0,229.0,97.0,0.0,0.0,189.0,
NY-600,2016,68686.0,4197.0,162.0,28640.0,1010.0,0.0,0.0,224.0,
NY-601,2016,223.0,200.0,0.0,204.0,36.0,0.0,0.0,0.0,
NY-602,2016,213.0,58.0,0.0,306.0,0.0,0.0,43.0,50.0,
NY-603,2016,3336.0,611.0,0.0,2657.0,129.0,0.0,99.0,371.0,
NY-604,2016,969.0,966.0,0.0,1372.0,280.0,528.0,26.0,57.0,
NY-606,2016,57.0,82.0,0.0,104.0,10.0,0.0,50.0,0.0,
NY-607,2016,99.0,0.0,9.0,54.0,0.0,0.0,0.0,67.0,
